,date,co2,co,pm,uv,temperature,humidity
2022-01-16 19:57:22,2022-01-16 19:57:22,1014.8538183333334,7.94381,0.03139666666666666,3.657972033898305,32.49152542372882,58.271186440677965
2022-01-16 20:02:41,2022-01-16 20:02:41,1014.8538183333334,7.94381,0.03139666666666666,3.6538340677966104,32.483050847457626,58.29237288135593
2022-01-16 20:08:00,2022-01-16 20:08:00,1014.8538183333334,7.94381,0.03139666666666666,3.649696101694915,32.47457627118644,58.313559322033896
2022-01-16 20:13:19,2022-01-16 20:13:19,1014.8538183333334,7.94381,0.03139666666666666,3.6455581355932205,32.46610169491525,58.33474576271186
2022-01-16 20:18:38,2022-01-16 20:18:38,1014.8538183333334,7.94381,0.03139666666666666,3.6414201694915254,32.45762711864407,58.35593220338983
2022-01-16 20:23:57,2022-01-16 20:23:57,1014.8538183333334,7.94381,0.03139666666666666,3.6372822033898307,32.44915254237288,58.3771186440678
2022-01-16 20:29:16,2022-01-16 20:29:16,1014.8538183333334,7.94381,0.03139666666666666,3.6331442372881355,32.440677966101696,58.398305084745765
2022-01-16 20:34:35,2022-01-16 20:34:35,1014.8538183333334,7.94381,0.03139666666666666,3.629006271186441,32.432203389830505,58.41949152542373
2022-01-16 20:39:54,2022-01-16 20:39:54,1014.8538183333334,7.94381,0.03139666666666666,3.6248683050847457,32.42372881355932,58.440677966101696
2022-01-16 20:45:13,2022-01-16 20:45:13,1014.8538183333334,7.94381,0.03139666666666666,3.620730338983051,32.41525423728814,58.46186440677966
2022-01-16 20:50:32,2022-01-16 20:50:32,1013.807135,7.976066666666667,0.031676666666666665,3.616592372881356,32.40677966101695,58.483050847457626
2022-01-16 20:55:51,2022-01-16 20:55:51,1012.7604516666669,7.997741666666666,0.031536666666666664,3.612454406779661,32.398305084745765,58.50423728813559
2022-01-16 21:01:10,2022-01-16 21:01:10,1063.3641833333334,8.163501666666667,0.029298333333333332,3.608316440677966,32.389830508474574,58.52542372881356
2022-01-16 21:06:29,2022-01-16 21:06:29,1066.2853833333336,8.163501666666667,0.026778333333333335,3.6041784745762713,32.38135593220339,58.54661016949152
2022-01-16 21:11:48,2022-01-16 21:11:48,1066.2853833333336,8.163501666666667,0.026778333333333335,3.600040508474576,32.3728813559322,58.567796610169495
2022-01-16 21:17:07,2022-01-16 21:17:07,1066.2853833333336,8.163501666666667,0.026778333333333335,3.5959025423728814,32.36440677966102,58.58898305084746
2022-01-16 21:22:26,2022-01-16 21:22:26,1066.2853833333336,8.163501666666667,0.026778333333333335,3.5917645762711863,32.355932203389834,58.610169491525426
2022-01-16 21:27:45,2022-01-16 21:27:45,1066.2853833333336,8.163501666666667,0.026778333333333335,3.5876266101694916,32.347457627118644,58.63135593220339
2022-01-16 21:33:04,2022-01-16 21:33:04,1066.2853833333336,8.163501666666667,0.026778333333333335,3.5834886440677964,32.33898305084746,58.652542372881356
2022-01-16 21:38:23,2022-01-16 21:38:23,1066.2853833333336,8.163501666666667,0.026778333333333335,3.5793506779661017,32.33050847457627,58.67372881355932
2022-01-16 21:43:42,2022-01-16 21:43:42,1066.2853833333336,8.163501666666667,0.026778333333333335,3.5752127118644066,32.32203389830509,58.69491525423729
2022-01-16 21:49:01,2022-01-16 21:49:01,1066.2853833333334,8.163501666666667,0.026778333333333335,3.571074745762712,32.313559322033896,58.71610169491525
2022-01-16 21:54:20,2022-01-16 21:54:20,1066.2853833333334,8.163501666666667,0.026778333333333335,3.5669367796610167,32.30508474576271,58.73728813559322
2022-01-16 21:59:39,2022-01-16 21:59:39,1005.1591750000001,7.9348350000000005,0.025938333333333338,3.562798813559322,32.29661016949152,58.75847457627118
2022-01-16 22:04:58,2022-01-16 22:04:58,1005.1591750000001,7.924026666666667,0.029576666666666664,3.5586608474576273,32.28813559322034,58.779661016949156
2022-01-16 22:10:17,2022-01-16 22:10:17,1005.1591750000001,7.924026666666667,0.029576666666666668,3.554522881355932,32.279661016949156,58.80084745762712
2022-01-16 22:15:36,2022-01-16 22:15:36,1005.1591750000001,7.924026666666667,0.029576666666666664,3.550384915254237,32.271186440677965,58.82203389830509
2022-01-16 22:20:55,2022-01-16 22:20:55,1005.1591750000001,7.924026666666667,0.029576666666666668,3.5462469491525423,32.26271186440678,58.84322033898305
2022-01-16 22:26:14,2022-01-16 22:26:14,1005.1591750000001,7.924026666666667,0.029576666666666664,3.5421089830508476,32.25423728813559,58.86440677966102
2022-01-16 22:31:33,2022-01-16 22:31:33,1005.1591750000001,7.9348350000000005,0.02593833333333333,3.5379710169491525,32.24576271186441,58.88559322033898
2022-01-16 22:36:52,2022-01-16 22:36:52,1005.1591750000001,7.924026666666667,0.029576666666666668,3.533833050847458,32.23728813559322,58.90677966101695
2022-01-16 22:42:11,2022-01-16 22:42:11,1005.1591750000001,7.924026666666667,0.029576666666666668,3.5296950847457627,32.228813559322035,58.92796610169491
2022-01-16 22:47:30,2022-01-16 22:47:30,1005.1591750000001,7.9348350000000005,0.02593833333333333,3.525557118644068,32.220338983050844,58.94915254237288
2022-01-16 22:52:49,2022-01-16 22:52:49,1005.1591750000001,7.9348350000000005,0.02593833333333333,3.521419152542373,32.21186440677966,58.970338983050844
2022-01-16 22:58:08,2022-01-16 22:58:08,1005.1591750000001,7.9348350000000005,0.025938333333333338,3.517281186440678,32.20338983050848,58.99152542372882
2022-01-16 23:03:27,2022-01-16 23:03:27,947.8128133333335,7.714268333333334,0.027756666666666666,3.513143220338983,32.19491525423729,59.01271186440678
2022-01-16 23:08:46,2022-01-16 23:08:46,952.79823,7.7677466666666675,0.028316666666666667,3.5090052542372883,32.186440677966104,59.03389830508475
2022-01-16 23:14:05,2022-01-16 23:14:05,947.8128133333335,7.714268333333334,0.027756666666666666,3.504867288135593,32.17796610169491,59.05508474576271
2022-01-16 23:19:24,2022-01-16 23:19:24,947.8128133333335,7.714268333333334,0.027756666666666666,3.5007293220338984,32.16949152542373,59.07627118644068
2022-01-16 23:24:43,2022-01-16 23:24:43,952.79823,7.7677466666666675,0.028316666666666667,3.4965913559322033,32.16101694915254,59.097457627118644
2022-01-16 23:30:02,2022-01-16 23:30:02,952.79823,7.7677466666666675,0.028316666666666667,3.4924533898305086,32.152542372881356,59.11864406779661
2022-01-16 23:35:21,2022-01-16 23:35:21,895.4518683333334,7.547180000000001,0.029296666666666665,3.4883154237288134,32.144067796610166,59.139830508474574
2022-01-16 23:40:40,2022-01-16 23:40:40,890.4664516666667,7.504510000000001,0.030276666666666664,3.4841774576271187,32.13559322033898,59.16101694915254
2022-01-16 23:45:59,2022-01-16 23:45:59,895.4518683333334,7.547180000000001,0.029296666666666665,3.4800394915254236,32.1271186440678,59.182203389830505
2022-01-16 23:51:18,2022-01-16 23:51:18,890.4664516666667,7.504510000000001,0.030276666666666664,3.475901525423729,32.11864406779661,59.20338983050848
2022-01-16 23:56:37,2022-01-16 23:56:37,895.4518683333334,7.547180000000001,0.029296666666666665,3.4717635593220337,32.110169491525426,59.22457627118644
2022-01-17 00:01:56,2022-01-17 00:01:56,890.4664516666667,7.504510000000001,0.030276666666666664,3.467625593220339,32.101694915254235,59.24576271186441
2022-01-17 00:07:15,2022-01-17 00:07:15,890.4664516666667,7.504510000000001,0.030276666666666664,3.463487627118644,32.09322033898305,59.266949152542374
2022-01-17 00:12:34,2022-01-17 00:12:34,890.4664516666668,7.50451,0.03027666666666667,3.459349661016949,32.08474576271186,59.28813559322034
2022-01-17 00:17:53,2022-01-17 00:17:53,895.4518683333334,7.557988333333334,0.030836666666666665,3.455211694915254,32.07627118644068,59.309322033898304
2022-01-17 00:23:12,2022-01-17 00:23:12,895.4518683333334,7.547180000000001,0.029296666666666665,3.4510737288135593,32.067796610169495,59.33050847457627
2022-01-17 00:28:31,2022-01-17 00:28:31,895.4518683333336,7.54718,0.034475,3.446935762711864,32.059322033898304,59.351694915254235
2022-01-17 00:33:50,2022-01-17 00:33:50,895.4518683333334,7.547180000000001,0.034475,3.4427977966101695,32.05084745762712,59.3728813559322
2022-01-17 00:39:09,2022-01-17 00:39:09,838.1055066666668,7.337421666666668,0.03209666666666666,3.438659830508475,32.04237288135593,59.39406779661017
2022-01-17 00:44:28,2022-01-17 00:44:28,838.1055066666668,7.337421666666668,0.03209666666666666,3.4345218644067796,32.03389830508475,59.41525423728814
2022-01-17 00:49:47,2022-01-17 00:49:47,889.4527349999998,7.515093333333333,0.03223666666666667,3.4303838983050845,32.02542372881356,59.436440677966104
2022-01-17 00:55:06,2022-01-17 00:55:06,889.4527349999998,7.515093333333333,0.03223666666666667,3.42624593220339,32.016949152542374,59.45762711864407
2022-01-17 01:00:25,2022-01-17 01:00:25,889.4527350000002,7.515093333333334,0.03223666666666667,3.422107966101695,32.00847457627118,59.478813559322035
2022-01-17 01:05:44,2022-01-17 01:05:44,889.4527349999998,7.515093333333334,0.03223666666666667,3.41797,32.0,59.5
2022-01-17 01:11:03,2022-01-17 01:11:03,889.4527349999998,7.515093333333334,0.03223666666666667,3.4138320338983053,31.991525423728813,59.521186440677965
2022-01-17 01:16:22,2022-01-17 01:16:22,889.4527349999998,7.515093333333334,0.03223666666666667,3.40969406779661,31.983050847457626,59.54237288135593
2022-01-17 01:21:41,2022-01-17 01:21:41,950.81363,7.724851666666667,0.03223666666666667,3.4055561016949154,31.97457627118644,59.563559322033896
2022-01-17 01:27:00,2022-01-17 01:27:00,950.81363,7.724851666666667,0.03223666666666667,3.4014181355932203,31.966101694915253,59.58474576271186
2022-01-17 01:32:19,2022-01-17 01:32:19,1007.1170583333334,7.9454183333333335,0.03265666666666666,3.3972801694915256,31.95762711864407,59.60593220338983
2022-01-17 01:37:38,2022-01-17 01:37:38,945.3050283333333,7.705943333333333,0.03853500000000001,3.3931422033898304,31.949152542372882,59.6271186440678
2022-01-17 01:42:57,2022-01-17 01:42:57,945.3050283333333,7.705943333333334,0.03853500000000001,3.3890042372881357,31.940677966101696,59.648305084745765
2022-01-17 01:48:16,2022-01-17 01:48:16,945.3050283333333,7.705943333333334,0.03853500000000001,3.3848662711864406,31.93220338983051,59.66949152542373
2022-01-17 01:53:35,2022-01-17 01:53:35,945.3050283333333,7.705943333333333,0.03853500000000001,3.380728305084746,31.923728813559322,59.690677966101696
2022-01-17 01:58:54,2022-01-17 01:58:54,945.3050283333333,7.705943333333334,0.03853500000000001,3.3765903389830507,31.915254237288135,59.71186440677966
2022-01-17 02:04:13,2022-01-17 02:04:13,945.3050283333333,7.705943333333334,0.03853500000000001,3.372452372881356,31.906779661016948,59.733050847457626
2022-01-17 02:09:32,2022-01-17 02:09:32,945.3050283333333,7.705943333333334,0.03853500000000001,3.368314406779661,31.89830508474576,59.75423728813559
2022-01-17 02:14:51,2022-01-17 02:14:51,945.3050283333333,7.705943333333333,0.03853500000000001,3.364176440677966,31.889830508474578,59.77542372881356
2022-01-17 02:20:10,2022-01-17 02:20:10,945.3050283333333,7.705943333333334,0.03853500000000001,3.360038474576271,31.88135593220339,59.79661016949152
2022-01-17 02:25:29,2022-01-17 02:25:29,945.3050283333333,7.705943333333333,0.03853500000000001,3.3559005084745763,31.872881355932204,59.817796610169495
2022-01-17 02:30:48,2022-01-17 02:30:48,945.3050283333333,7.705943333333334,0.03853500000000001,3.351762542372881,31.864406779661017,59.83898305084746
2022-01-17 02:36:07,2022-01-17 02:36:07,945.3050283333333,7.705943333333334,0.03853500000000001,3.3476245762711865,31.85593220338983,59.860169491525426
2022-01-17 02:41:26,2022-01-17 02:41:26,887.9586666666668,7.474510000000001,0.03965333333333334,3.3434866101694913,31.847457627118644,59.88135593220339
2022-01-17 02:46:45,2022-01-17 02:46:45,1002.95882,7.8594,0.036295,3.3393486440677966,31.838983050847457,59.902542372881356
2022-01-17 02:52:04,2022-01-17 02:52:04,1002.95882,7.8594,0.036295,3.335210677966102,31.83050847457627,59.92372881355932
2022-01-17 02:57:23,2022-01-17 02:57:23,1002.95882,7.859400000000001,0.036295,3.331072711864407,31.822033898305087,59.94491525423729
2022-01-17 03:02:42,2022-01-17 03:02:42,1002.95882,7.8594,0.036295,3.3269347457627116,31.8135593220339,59.96610169491525
2022-01-17 03:08:01,2022-01-17 03:08:01,1002.95882,7.859400000000001,0.036295,3.322796779661017,31.805084745762713,59.98728813559322
2022-01-17 03:13:20,2022-01-17 03:13:20,1002.95882,7.859400000000001,0.036295,3.3186588135593222,31.796610169491526,60.00847457627118
2022-01-17 03:18:39,2022-01-17 03:18:39,1002.95882,7.859400000000001,0.036295,3.314520847457627,31.78813559322034,60.02966101694915
2022-01-17 03:23:58,2022-01-17 03:23:58,1002.95882,7.859400000000001,0.036295,3.310382881355932,31.779661016949152,60.05084745762712
2022-01-17 03:29:17,2022-01-17 03:29:17,1002.95882,7.859400000000001,0.036295,3.3062449152542372,31.771186440677965,60.07203389830509
2022-01-17 03:34:36,2022-01-17 03:34:36,1002.95882,7.859400000000001,0.036295,3.3021069491525425,31.76271186440678,60.09322033898305
2022-01-17 03:39:55,2022-01-17 03:39:55,1002.95882,7.859400000000001,0.036295,3.2979689830508474,31.75423728813559,60.11440677966102
2022-01-17 03:45:14,2022-01-17 03:45:14,1002.95882,7.859400000000001,0.036295,3.2938310169491523,31.74576271186441,60.13559322033898
2022-01-17 03:50:33,2022-01-17 03:50:33,1002.95882,7.859400000000001,0.036295,3.2896930508474576,31.73728813559322,60.15677966101695
2022-01-17 03:55:52,2022-01-17 03:55:52,1002.95882,7.8594,0.036295,3.285555084745763,31.728813559322035,60.17796610169491
2022-01-17 04:01:11,2022-01-17 04:01:11,1002.95882,7.859400000000001,0.036295,3.2814171186440677,31.720338983050848,60.19915254237288
2022-01-17 04:06:30,2022-01-17 04:06:30,985.6245250000001,7.819525000000001,0.03895333333333333,3.277279152542373,31.71186440677966,60.220338983050844
2022-01-17 04:11:49,2022-01-17 04:11:49,985.6245250000001,7.819524999999999,0.03895333333333333,3.273141186440678,31.703389830508474,60.24152542372882
2022-01-17 04:17:08,2022-01-17 04:17:08,990.6313416666667,7.830163333333332,0.036015,3.269003220338983,31.694915254237287,60.26271186440678
2022-01-17 04:22:27,2022-01-17 04:22:27,931.1046116666666,7.632373333333335,0.036435,3.264865254237288,31.6864406779661,60.28389830508475
2022-01-17 04:27:46,2022-01-17 04:27:46,931.1046116666666,7.632373333333334,0.036435,3.2607272881355933,31.677966101694913,60.30508474576271
2022-01-17 04:33:05,2022-01-17 04:33:05,931.1046116666666,7.632373333333334,0.036435,3.256589322033898,31.66949152542373,60.32627118644068
2022-01-17 04:38:24,2022-01-17 04:38:24,931.1046116666668,7.632373333333334,0.036435,3.2524513559322035,31.661016949152543,60.347457627118644
2022-01-17 04:43:43,2022-01-17 04:43:43,931.1046116666668,7.632373333333334,0.036435,3.2483133898305083,31.652542372881356,60.36864406779661
2022-01-17 04:49:02,2022-01-17 04:49:02,990.834825,7.839591666666667,0.031536666666666664,3.2441754237288136,31.64406779661017,60.389830508474574
2022-01-17 04:54:21,2022-01-17 04:54:21,990.834825,7.839591666666667,0.031536666666666664,3.2400374576271185,31.635593220338983,60.41101694915254
2022-01-17 04:59:40,2022-01-17 04:59:40,930.5684033333333,7.590738333333334,0.030418333333333335,3.2358994915254238,31.627118644067796,60.432203389830505
2022-01-17 05:04:59,2022-01-17 05:04:59,926.2753200000001,7.601546666666668,0.030978333333333333,3.2317615254237286,31.61864406779661,60.45338983050848
2022-01-17 05:10:18,2022-01-17 05:10:18,926.2753200000001,7.601546666666668,0.030978333333333333,3.227623559322034,31.610169491525422,60.47457627118644
2022-01-17 05:15:37,2022-01-17 05:15:37,926.2753200000001,7.601546666666668,0.030978333333333333,3.223485593220339,31.60169491525424,60.49576271186441
2022-01-17 05:20:56,2022-01-17 05:20:56,865.244515,7.362071666666668,0.03111833333333333,3.219347627118644,31.593220338983052,60.516949152542374
2022-01-17 05:26:15,2022-01-17 05:26:15,858.1351333333333,7.354825000000001,0.031398333333333334,3.2152096610169494,31.584745762711865,60.53813559322034
2022-01-17 05:31:34,2022-01-17 05:31:34,858.1351333333333,7.354825000000001,0.031398333333333334,3.2110716949152542,31.576271186440678,60.559322033898304
2022-01-17 05:36:53,2022-01-17 05:36:53,858.1351333333333,7.354825000000001,0.031398333333333334,3.206933728813559,31.56779661016949,60.58050847457627
2022-01-17 05:42:12,2022-01-17 05:42:12,858.1351333333333,7.354825000000001,0.031398333333333334,3.2027957627118644,31.559322033898304,60.601694915254235
2022-01-17 05:47:31,2022-01-17 05:47:31,858.1351333333333,7.354825000000001,0.031398333333333334,3.1986577966101697,31.550847457627118,60.6228813559322
2022-01-17 05:52:50,2022-01-17 05:52:50,858.1351333333333,7.354825000000001,0.031398333333333334,3.1945198305084745,31.54237288135593,60.64406779661017
2022-01-17 05:58:09,2022-01-17 05:58:09,858.1351333333333,7.354825000000001,0.031398333333333334,3.1903818644067794,31.533898305084747,60.66525423728814
2022-01-17 06:03:28,2022-01-17 06:03:28,858.1351333333333,7.354825000000001,0.031398333333333334,3.1862438983050847,31.52542372881356,60.686440677966104
2022-01-17 06:08:47,2022-01-17 06:08:47,858.1351333333333,7.354825000000001,0.031398333333333334,3.18210593220339,31.516949152542374,60.70762711864407
2022-01-17 06:14:06,2022-01-17 06:14:06,858.1351333333333,7.354825000000001,0.031398333333333334,3.177967966101695,31.508474576271187,60.728813559322035
2022-01-17 06:19:25,2022-01-17 06:19:25,797.1043283333333,7.105971666666666,0.030138333333333333,3.1738299999999997,31.5,60.75
2022-01-17 06:24:44,2022-01-17 06:24:44,797.1043283333333,7.105971666666666,0.030138333333333333,3.169692033898305,31.491525423728813,60.771186440677965
2022-01-17 06:30:03,2022-01-17 06:30:03,797.1043283333333,7.105971666666666,0.030138333333333333,3.1655540677966103,31.483050847457626,60.79237288135593
2022-01-17 06:35:22,2022-01-17 06:35:22,797.1043283333333,7.105971666666668,0.030138333333333336,3.161416101694915,31.47457627118644,60.813559322033896
2022-01-17 06:40:41,2022-01-17 06:40:41,855.5853083333333,7.336018333333334,0.03209833333333333,3.1572781355932205,31.466101694915253,60.83474576271186
2022-01-17 06:46:00,2022-01-17 06:46:00,855.5853083333333,7.336018333333333,0.03209833333333333,3.1531401694915253,31.45762711864407,60.85593220338983
2022-01-17 06:51:19,2022-01-17 06:51:19,855.5853083333333,7.336018333333333,0.03209833333333333,3.1490022033898306,31.449152542372882,60.8771186440678
2022-01-17 06:56:38,2022-01-17 06:56:38,810.8430483333333,7.168675,0.03335833333333333,3.1448642372881355,31.440677966101696,60.898305084745765
2022-01-17 07:01:57,2022-01-17 07:01:57,810.8430483333333,7.168675,0.03335833333333333,3.1407262711864408,31.43220338983051,60.91949152542373
2022-01-17 07:07:16,2022-01-17 07:07:16,810.8430483333333,7.168675,0.03335833333333333,3.1365883050847456,31.423728813559322,60.940677966101696
2022-01-17 07:12:35,2022-01-17 07:12:35,810.8430483333333,7.168675,0.03335833333333333,3.132450338983051,31.415254237288135,60.96186440677966
2022-01-17 07:17:54,2022-01-17 07:17:54,810.8430483333333,7.168675,0.03335833333333333,3.1283123728813558,31.406779661016948,60.983050847457626
2022-01-17 07:23:13,2022-01-17 07:23:13,810.8430483333333,7.168675,0.03335833333333333,3.124174406779661,31.39830508474576,61.00423728813559
2022-01-17 07:28:32,2022-01-17 07:28:32,810.8430483333333,7.168675,0.03335833333333333,3.120036440677966,31.389830508474578,61.02542372881356
2022-01-17 07:33:51,2022-01-17 07:33:51,810.8430483333333,7.168675,0.03335833333333333,3.1158984745762712,31.38135593220339,61.04661016949152
2022-01-17 07:39:10,2022-01-17 07:39:10,810.8430483333333,7.168675,0.03335833333333333,3.1117605084745765,31.372881355932204,61.067796610169495
2022-01-17 07:44:29,2022-01-17 07:44:29,810.8430483333333,7.168675,0.03335833333333333,3.1076225423728814,31.364406779661017,61.08898305084746
2022-01-17 07:49:48,2022-01-17 07:49:48,810.8430483333333,7.168675,0.03335833333333333,3.1034845762711862,31.35593220338983,61.110169491525426
2022-01-17 07:55:07,2022-01-17 07:55:07,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0993466101694915,31.347457627118644,61.13135593220339
2022-01-17 08:00:26,2022-01-17 08:00:26,749.8122433333333,6.9198216666666665,0.03349833333333333,3.095208644067797,31.338983050847457,61.152542372881356
2022-01-17 08:05:45,2022-01-17 08:05:45,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0910706779661017,31.33050847457627,61.17372881355932
2022-01-17 08:11:04,2022-01-17 08:11:04,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0869327118644065,31.322033898305087,61.19491525423729
2022-01-17 08:16:23,2022-01-17 08:16:23,749.8122433333333,6.9198216666666665,0.03349833333333333,3.082794745762712,31.3135593220339,61.21610169491525
2022-01-17 08:21:42,2022-01-17 08:21:42,749.8122433333333,6.9198216666666665,0.03349833333333333,3.078656779661017,31.305084745762713,61.23728813559322
2022-01-17 08:27:01,2022-01-17 08:27:01,749.8122433333333,6.9198216666666665,0.03349833333333333,3.074518813559322,31.296610169491526,61.25847457627118
2022-01-17 08:32:20,2022-01-17 08:32:20,749.8122433333333,6.9198216666666665,0.03349833333333333,3.070380847457627,31.28813559322034,61.27966101694915
2022-01-17 08:37:39,2022-01-17 08:37:39,749.8122433333333,6.9198216666666665,0.03349833333333333,3.066242881355932,31.279661016949152,61.30084745762712
2022-01-17 08:42:58,2022-01-17 08:42:58,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0621049152542374,31.271186440677965,61.32203389830509
2022-01-17 08:48:17,2022-01-17 08:48:17,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0579669491525423,31.26271186440678,61.34322033898305
2022-01-17 08:53:36,2022-01-17 08:53:36,749.8122433333333,6.9198216666666665,0.03349833333333333,3.053828983050847,31.25423728813559,61.36440677966102
2022-01-17 08:58:55,2022-01-17 08:58:55,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0496910169491525,31.24576271186441,61.38559322033898
2022-01-17 09:04:14,2022-01-17 09:04:14,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0455530508474578,31.23728813559322,61.40677966101695
2022-01-17 09:09:33,2022-01-17 09:09:33,749.8122433333333,6.9198216666666665,0.03349833333333333,3.0414150847457626,31.228813559322035,61.42796610169491
2022-01-17 09:14:52,2022-01-17 09:14:52,749.8122433333333,6.9198216666666665,0.03349833333333333,3.037277118644068,31.220338983050848,61.44915254237288
2022-01-17 09:20:11,2022-01-17 09:20:11,744.7735583333333,6.910491666666666,0.033918333333333335,3.0331391525423728,31.21186440677966,61.470338983050844
2022-01-17 09:25:30,2022-01-17 09:25:30,744.7735583333333,6.910491666666668,0.03391833333333333,3.029001186440678,31.203389830508474,61.49152542372882
2022-01-17 09:30:49,2022-01-17 09:30:49,758.3758550000001,7.061006666666667,0.029011666666666668,3.024863220338983,31.194915254237287,61.51271186440678
2022-01-17 09:36:08,2022-01-17 09:36:08,818.3648266666668,7.278919999999999,0.026351666666666666,3.020725254237288,31.1864406779661,61.53389830508475
2022-01-17 09:41:27,2022-01-17 09:41:27,818.3648266666668,7.278919999999999,0.026351666666666666,3.016587288135593,31.177966101694913,61.55508474576271
2022-01-17 09:46:46,2022-01-17 09:46:46,818.3648266666668,7.278919999999999,0.026351666666666666,3.0124493220338984,31.16949152542373,61.57627118644068
